latitude;longitude;altitude;c3;c4;c5;c6;kmDone;kmToGo
44.962680;6.023325;302;0;0;0;0;9.33;150.67
44.962560;6.023400;302;0;0;0;0;9.36;150.64
44.962440;6.023475;302;0;0;0;0;9.39;150.61
44.962320;6.023550;302;0;0;0;0;9.42;150.58
44.962200;6.023625;302;0;0;0;0;9.45;150.55
44.962080;6.023700;302;0;0;0;0;9.48;150.52
44.961960;6.023775;302;0;0;0;0;9.51;150.49
44.961840;6.023850;302;0;0;0;0;9.54;150.46
44.961720;6.023925;302;0;0;0;0;9.57;150.43
44.961600;6.024000;303;0;0;0;0;9.60;150.40
44.961480;6.024075;303;0;0;0;0;9.63;150.37
44.961360;6.024150;303;0;0;0;0;9.66;150.34
44.961240;6.024225;303;0;0;0;0;9.69;150.31
44.961120;6.024300;303;0;0;0;0;9.72;150.28
44.961000;6.024375;303;0;0;0;0;9.75;150.25
44.960880;6.024450;303;0;0;0;0;9.78;150.22
44.960760;6.024525;303;0;0;0;0;9.81;150.19
44.960640;6.024600;303;0;0;0;0;9.84;150.16
44.960520;6.024675;303;0;0;0;0;9.87;150.13
44.960400;6.024750;303;0;0;0;0;9.90;150.10
44.960280;6.024825;304;0;0;0;0;9.93;150.07
44.960160;6.024900;304;0;0;0;0;9.96;150.04
44.960040;6.024975;304;0;0;0;0;9.99;150.01
44.959920;6.025050;304;0;0;0;0;10.02;149.98
44.959800;6.025125;304;0;0;0;0;10.05;149.95
44.959680;6.025200;304;0;0;0;0;10.08;149.92
44.959560;6.025275;304;0;0;0;0;10.11;149.89
44.959440;6.025350;304;0;0;0;0;10.14;149.86
44.959320;6.025425;304;0;0;0;0;10.17;149.83
44.959200;6.025500;304;0;0;0;0;10.20;149.80
44.959080;6.025575;304;0;0;0;0;10.23;149.77
44.958960;6.025650;305;0;0;0;0;10.26;149.74
44.958840;6.025725;305;0;0;0;0;10.29;149.71
44.958720;6.025800;305;0;0;0;0;10.32;149.68
44.958600;6.025875;305;0;0;0;0;10.35;149.65
44.958480;6.025950;305;0;0;0;0;10.38;149.62
44.958360;6.026025;305;0;0;0;0;10.41;149.59
44.958240;6.026100;305;0;0;0;0;10.44;149.56
44.958120;6.026175;305;0;0;0;0;10.47;149.53
44.958000;6.026250;305;0;0;0;0;10.50;149.50
44.957880;6.026325;305;0;0;0;0;10.53;149.47
44.957760;6.026400;305;0;0;0;0;10.56;149.44
44.957640;6.026475;305;0;0;0;0;10.59;149.41
44.957520;6.026550;305;0;0;0;0;10.62;149.38
44.957400;6.026625;306;0;0;0;0;10.65;149.35
44.957280;6.026700;306;0;0;0;0;10.68;149.32
44.957160;6.026775;306;0;0;0;0;10.71;149.29
44.957040;6.026850;306;0;0;0;0;10.74;149.26
44.956920;6.026925;306;0;0;0;0;10.77;149.23
44.956800;6.027000;306;0;0;0;0;10.80;149.20
44.956680;6.027075;306;0;0;0;0;10.83;149.17
44.956560;6.027150;306;0;0;0;0;10.86;149.14
44.956440;6.027225;306;0;0;0;0;10.89;149.11
44.956320;6.027300;306;0;0;0;0;10.92;149.08
44.956200;6.027375;306;0;0;0;0;10.95;149.05
44.956080;6.027450;306;0;0;0;0;10.98;149.02
44.955960;6.027525;306;0;0;0;0;11.01;148.99
44.955840;6.027600;306;0;0;0;0;11.04;148.96
44.955720;6.027675;307;0;0;0;0;11.07;148.93
44.955600;6.027750;307;0;0;0;0;11.10;148.90
44.955480;6.027825;307;0;0;0;0;11.13;148.87
44.955360;6.027900;307;0;0;0;0;11.16;148.84
44.955240;6.027975;307;0;0;0;0;11.19;148.81
44.955120;6.028050;307;0;0;0;0;11.22;148.78
44.955000;6.028125;307;0;0;0;0;11.25;148.75
44.954880;6.028200;307;0;0;0;0;11.28;148.72
44.954760;6.028275;307;0;0;0;0;11.31;148.69
44.954640;6.028350;307;0;0;0;0;11.34;148.66
44.954520;6.028425;307;0;0;0;0;11.37;148.63
44.954400;6.028500;307;0;0;0;0;11.40;148.60
44.954280;6.028575;307;0;0;0;0;11.43;148.57
44.954160;6.028650;307;0;0;0;0;11.46;148.54
44.954040;6.028725;307;0;0;0;0;11.49;148.51
44.953920;6.028800;307;0;0;0;0;11.52;148.48
44.953800;6.028875;308;0;0;0;0;11.55;148.45
44.953680;6.028950;308;0;0;0;0;11.58;148.42
44.953560;6.029025;308;0;0;0;0;11.61;148.39
44.953440;6.029100;308;0;0;0;0;11.64;148.36
44.953320;6.029175;308;0;0;0;0;11.67;148.33
44.953200;6.029250;308;0;0;0;0;11.70;148.30
44.953080;6.029325;308;0;0;0;0;11.73;148.27
44.952960;6.029400;308;0;0;0;0;11.76;148.24
44.952840;6.029475;308;0;0;0;0;11.79;148.21
44.952720;6.029550;308;0;0;0;0;11.82;148.18
44.952600;6.029625;308;0;0;0;0;11.85;148.15
44.952480;6.029700;308;0;0;0;0;11.88;148.12
44.952360;6.029775;308;0;0;0;0;11.91;148.09
44.952240;6.029850;308;0;0;0;0;11.94;148.06
44.952120;6.029925;308;0;0;0;0;11.97;148.03
44.952000;6.030000;308;0;0;0;0;12.00;148.00
44.951880;6.030075;308;0;0;0;0;12.03;147.97
44.951760;6.030150;308;0;0;0;0;12.06;147.94
44.951640;6.030225;308;0;0;0;0;12.09;147.91
44.951520;6.030300;308;0;0;0;0;12.12;147.88
44.951400;6.030375;309;0;0;0;0;12.15;147.85
44.951280;6.030450;309;0;0;0;0;12.18;147.82
44.951160;6.030525;309;0;0;0;0;12.21;147.79
44.951040;6.030600;309;0;0;0;0;12.24;147.76
44.950920;6.030675;309;0;0;0;0;12.27;147.73
44.950800;6.030750;309;0;0;0;0;12.30;147.70
44.950680;6.030825;309;0;0;0;0;12.33;147.67
44.950560;6.030900;309;0;0;0;0;12.36;147.64
44.950440;6.030975;309;0;0;0;0;12.39;147.61
44.950320;6.031050;309;0;0;0;0;12.42;147.58
44.950200;6.031125;309;0;0;0;0;12.45;147.55
44.950080;6.031200;309;0;0;0;0;12.48;147.52
44.949960;6.031275;309;0;0;0;0;12.51;147.49
44.949840;6.031350;309;0;0;0;0;12.54;147.46
44.949720;6.031425;309;0;0;0;0;12.57;147.43
44.949600;6.031500;309;0;0;0;0;12.60;147.40
44.949480;6.031575;309;0;0;0;0;12.63;147.37
44.949360;6.031650;309;0;0;0;0;12.66;147.34
44.949240;6.031725;309;0;0;0;0;12.69;147.31
44.949120;6.031800;309;0;0;0;0;12.72;147.28
44.949000;6.031875;309;0;0;0;0;12.75;147.25
44.948880;6.031950;309;0;0;0;0;12.78;147.22
44.948760;6.032025;309;0;0;0;0;12.81;147.19
44.948640;6.032100;309;0;0;0;0;12.84;147.16
44.948520;6.032175;309;0;0;0;0;12.87;147.13
44.948400;6.032250;309;0;0;0;0;12.90;147.10
44.948280;6.032325;309;0;0;0;0;12.93;147.07
44.948160;6.032400;309;0;0;0;0;12.96;147.04
44.948040;6.032475;310;0;0;0;0;12.99;147.01
44.947920;6.032550;310;0;0;0;0;13.02;146.98
44.947800;6.032625;310;0;0;0;0;13.05;146.95
44.947680;6.032700;310;0;0;0;0;13.08;146.92
44.947560;6.032775;310;0;0;0;0;13.11;146.89
44.947440;6.032850;310;0;0;0;0;13.14;146.86
44.947320;6.032925;310;0;0;0;0;13.17;146.83
44.947200;6.033000;310;0;0;0;0;13.20;146.80
44.947080;6.033075;310;0;0;0;0;13.23;146.77
44.946960;6.033150;310;0;0;0;0;13.26;146.74
44.946840;6.033225;310;0;0;0;0;13.29;146.71
44.946720;6.033300;310;0;0;0;0;13.32;146.68
44.946600;6.033375;310;0;0;0;0;13.35;146.65
44.946480;6.033450;310;0;0;0;0;13.38;146.62
44.946360;6.033525;310;0;0;0;0;13.41;146.59
44.946240;6.033600;310;0;0;0;0;13.44;146.56
44.946120;6.033675;310;0;0;0;0;13.47;146.53
44.946000;6.033750;310;0;0;0;0;13.50;146.50
44.945880;6.033825;310;0;0;0;0;13.53;146.47
44.945760;6.033900;310;0;0;0;0;13.56;146.44
44.945640;6.033975;310;0;0;0;0;13.59;146.41
44.945520;6.034050;310;0;0;0;0;13.62;146.38
44.945400;6.034125;310;0;0;0;0;13.65;146.35
44.945280;6.034200;310;0;0;0;0;13.68;146.32
44.945160;6.034275;310;0;0;0;0;13.71;146.29
44.945040;6.034350;310;0;0;0;0;13.74;146.26
44.944920;6.034425;310;0;0;0;0;13.77;146.23
44.944800;6.034500;310;0;0;0;0;13.80;146.20
44.944680;6.034575;310;0;0;0;0;13.83;146.17
44.944560;6.034650;310;0;0;0;0;13.86;146.14
44.944440;6.034725;310;0;0;0;0;13.89;146.11
44.944320;6.034800;310;0;0;0;0;13.92;146.08
44.944200;6.034875;310;0;0;0;0;13.95;146.05
44.944080;6.034950;310;0;0;0;0;13.98;146.02
44.943960;6.035025;310;0;0;0;0;14.01;145.99
44.943840;6.035100;310;0;0;0;0;14.04;145.96
44.943720;6.035175;310;0;0;0;0;14.07;145.93
44.943600;6.035250;310;0;0;0;0;14.10;145.90
44.943480;6.035325;310;0;0;0;0;14.13;145.87
44.943360;6.035400;310;0;0;0;0;14.16;145.84
44.943240;6.035475;310;0;0;0;0;14.19;145.81
44.943120;6.035550;310;0;0;0;0;14.22;145.78
44.943000;6.035625;310;0;0;0;0;14.25;145.75
44.942880;6.035700;310;0;0;0;0;14.28;145.72
44.942760;6.035775;310;0;0;0;0;14.31;145.69
44.942640;6.035850;310;0;0;0;0;14.34;145.66
44.942520;6.035925;310;0;0;0;0;14.37;145.63
44.942400;6.036000;310;0;0;0;0;14.40;145.60
44.942280;6.036075;310;0;0;0;0;14.43;145.57
44.942160;6.036150;310;0;0;0;0;14.46;145.54
44.942040;6.036225;310;0;0;0;0;14.49;145.51
44.941920;6.036300;310;0;0;0;0;14.52;145.48
44.941800;6.036375;310;0;0;0;0;14.55;145.45
44.941680;6.036450;310;0;0;0;0;14.58;145.42
44.941560;6.036525;310;0;0;0;0;14.61;145.39
44.941440;6.036600;310;0;0;0;0;14.64;145.36
44.941320;6.036675;310;0;0;0;0;14.67;145.33
44.941200;6.036750;310;0;0;0;0;14.70;145.30
44.941080;6.036825;310;0;0;0;0;14.73;145.27
44.940960;6.036900;310;0;0;0;0;14.76;145.24
44.940840;6.036975;310;0;0;0;0;14.79;145.21
44.940720;6.037050;310;0;0;0;0;14.82;145.18
44.940600;6.037125;310;0;0;0;0;14.85;145.15
44.940480;6.037200;310;0;0;0;0;14.88;145.12
